-0.231137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045264,0.0450301,0.0445137,0.0437102,0.0426125,0.0412104,0.0394906,0.0374359,0.0350245,0.032229,0.0290149,0.025339,0.0211459,0.0163645,0.0109016,0.00463236,-0.00261525,-0.0110868,-0.0211496,-0.0333891,-0.0488241,-0.0694821,-0.100458,-0.165734
-0.154315,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424784,0.042245,0.0417296,0.0409276,0.039832,0.0384328,0.0367166,0.0346665,0.0322609,0.0294727,0.0262679,0.0226037,0.0184256,0.0136639,0.00822727,0.0019941,-0.00520221,-0.0135975,-0.0235402,-0.0355743,-0.0506143,-0.070356,-0.0983337,-0.140135
-0.115149,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395691,0.0393372,0.038825,0.0380283,0.0369401,0.0355506,0.0338471,0.031813,0.0294274,0.0266643,0.0234911,0.0198669,0.0157403,0.0110458,0.00569873,-0.000412057,-0.00743546,-0.015576,-0.0251222,-0.0364931,-0.0503062,-0.0674303,-0.0885825,-0.110419
-0.0899529,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365244,0.0362953,0.0357895,0.0350028,0.0339287,0.032558,0.0308785,0.0288747,0.0265273,0.0238118,0.0206985,0.0171501,0.0131204,0.00855158,0.0033708,-0.00251471,-0.00922388,-0.0169099,-0.0257683,-0.0360381,-0.0479652,-0.061612,-0.0761297,-0.0878672
-0.0715798,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333311,0.0331066,0.0326111,0.0318406,0.0307893,0.0294487,0.0278079,0.0258529,0.0235664,0.020927,0.0179088,0.01448,0.0106023,0.00622902,0.00130398,-0.00424034,-0.0104834,-0.0175145,-0.0254231,-0.0342679,-0.0439923,-0.0542161,-0.0638152,-0.070499
-0.0571708,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299741,0.0297565,0.0292762,0.02853,0.0275126,0.0262169,0.0246334,0.0227505,0.0205537,0.0180257,0.0151458,0.0118897,0.00822912,0.00413168,-0.000438605,-0.00551983,-0.0111483,-0.0173494,-0.0241188,-0.0313834,-0.0389283,-0.0462769,-0.0525605,-0.0565556
-0.0453346,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264357,0.0262278,0.0257694,0.0250578,0.0240888,0.0228568,0.0213546,0.0195732,0.0175022,0.015129,0.0124397,0.00941882,0.00604987,0.00231642,-0.00179599,-0.00629632,-0.0111817,-0.0164268,-0.021965,-0.0276608,-0.0332695,-0.0383983,-0.0425004,-0.0449654
-0.035298,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022695,0.0225009,0.022073,0.0214095,0.0205076,0.0193637,0.0179731,0.0163305,0.0144297,0.0122641,0.00982728,0.00711325,0.00411777,0.00083995,-0.00271522,-0.00653285,-0.0105823,-0.0148087,-0.0191213,-0.0233804,-0.0273848,-0.0308699,-0.0335294,-0.0350709
-0.0265888,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187277,0.0185524,0.0181664,0.0175689,0.0167587,0.0157343,0.0144942,0.0130367,0.0113607,0.00946568,0.00735254,0.00502437,0.00248771,-0.000245885,-0.00315751,-0.00621798,-0.00938405,-0.0125941,-0.0157636,-0.018782,-0.0215132,-0.0238024,-0.0254926,-0.0264493
-0.0188984,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145046,0.0143551,0.0140262,0.0135183,0.0128319,0.0119677,0.0109273,0.00971279,0.0083275,0.0067763,0.00506617,0.00320696,0.00121228,-0.000899395,-0.0031034,-0.00536751,-0.00765046,-0.00990094,-0.0120571,-0.0140475,-0.015794,-0.0172172,-0.0182437,-0.0188155
-0.0120141,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00999043,0.00987606,0.00962496,0.00923831,0.00871803,0.00806687,0.00728855,0.00638796,0.00537139,0.0042468,0.0030242,0.00171592,0.00033711,-0.00109396,-0.00255549,-0.00402197,-0.00546414,-0.00684924,-0.00814171,-0.00930442,-0.0103004,-0.011095,-0.0116587,-0.0119693
-0.00578346,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0.00514218,0.00507591,0.00493076,0.00470817,0.00441042,0.00404063,0.0036028,0.00310188,0.00254382,0.00193559,0.00128525,0.000601951,-0.000104054,-0.000821461,-0.001538,-0.00224059,-0.00291556,-0.00354895,-0.0041269,-0.00463607,-0.00506417,-0.00540042,-0.0056361,-0.00576494
-9.34154e-05,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05,-9.34154e-05
0.00514218,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,-0.00578346,-0.00569116,-0.00549053,-0.00518695,-0.00478836,-0.00430492,-0.00374845,-0.00313202,-0.00246936,-0.00177444,-0.00106106,-0.00034254,0.000368571,0.00106063,0.00172303,0.00234625,0.00292186,0.00344254,0.003902,0.00429496,0.00461712,0.00486506,0.00503623,0.00512891
0.00999043,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,-0.0120141,-0.0117912,-0.0113099,-0.0105893,-0.00965674,-0.00854558,-0.00729221,-0.00593393,-0.004507,-0.00304519,-0.00157899,-0.000135167,0.00126326,0.00259688,0.00384954,0.00500802,0.00606158,0.00700161,0.0078213,0.00851532,0.00907958,0.00951103,0.00980749,0.00996754
0.0145046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,-0.0188984,-0.0184871,-0.0176067,-0.0163082,-0.0146608,-0.0127428,-0.0106335,-0.00840713,-0.00612878,-0.00385334,-0.00162531,0.000520219,0.00255623,0.00446232,0.0062234,0.00782848,0.00926971,0.0105416,0.0116403,0.0125634,0.0133093,0.0138768,0.0142654,0.0144747
0.0187277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,-0.0265888,-0.0258984,-0.0244398,-0.0223333,-0.0197317,-0.0167928,-0.01366,-0.0104529,-0.0072643,-0.00416303,-0.00119795,0.00159751,0.00420141,0.0066,0.0087853,0.0107532,0.0125023,0.0140325,0.0153449,0.016441,0.0173225,0.0179908,0.0184472,0.0186927
0.022695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,-0.035298,-0.03418,-0.0318637,-0.0286189,-0.0247554,-0.0205556,-0.0162424,-0.0119751,-0.00785911,-0.00395983,-0.000314916,0.00305628,0.00614599,0.00895348,0.0114821,0.0137374,0.0157257,0.0174538,0.0189277,0.0201533,0.0211354,0.021878,0.0223842,0.0226562
0.0264357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,-0.0453346,-0.0435327,-0.0399105,-0.0350567,-0.029556,-0.0238555,-0.0182452,-0.0128924,-0.00788275,-0.00325296,0.000988138,0.00484646,0.00833512,0.0114702,0.0142682,0.0167451,0.0189154,0.0207921,0.0223863,0.0237075,0.0247635,0.0255604,0.0261029,0.0263941
0.0299741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,-0.0571708,-0.0542117,-0.0485458,-0.0414336,-0.0338838,-0.0264918,-0.0195443,-0.013151,-0.00733369,-0.00207388,0.00266241,0.00691329,0.0107157,0.0141033,0.0171057,0.0197486,0.0220537,0.0240395,0.0257214,0.0271119,0.0282212,0.0290571,0.0296256,0.0299306
0.0333311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,0,-0.0715798,-0.0665147,-0.0575738,-0.0473792,-0.03742,-0.028266,-0.020049,-0.012735,-0.00623963,-0.0004719,0.00465143,0.0092018,0.0132391,0.0168129,0.0199642,0.0227267,0.0251283,0.0271917,0.0289356,0.0303749,0.0315216,0.032385,0.0329717,0.0332863
0.0365244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,0,-0.0899529,-0.080667,-0.0664522,-0.052332,-0.0398179,-0.0290212,-0.0197211,-0.0116687,-0.00465307,0.00149217,0.00689636,0.0116602,0.0158625,0.0195657,0.0228196,0.025664,0.0281312,0.0302472,0.0320329,0.0335051,0.034677,0.0355586,0.0361575,0.0364786
0.0395691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,0,-0.115149,-0.0962971,-0.0740277,-0.0555929,-0.0407861,-0.0286833,-0.0185843,-0.0100129,-0.00264346,0.00375261,0.00934032,0.0142418,0.0185496,0.022335,0.0256535,0.0285494,0.0310577,0.0332064,0.0350182,0.0365108,0.0376982,0.0385913,0.0391977,0.0395227
0.0424784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14159,-0.154315,-0.110556,-0.0784833,-0.0565451,-0.0401899,-0.0272836,-0.0167182,-0.00785356,-0.000288326,0.00624456,0.0119313,0.0169066,0.0212706,0.0250995,0.0284522,0.0313752,0.033905,0.036071,0.0378964,0.0393997,0.0405953,0.0414943,0.0421047,0.0424318
0.045264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.231137,-0.115293,-0.0782005,-0.0549728,-0.0381076,-0.0249494,-0.0142417,-0.00528884,0.00233468,0.00890801,0.0146239,0.0196209,0.0240013,0.0278428,0.0312056,0.0341364,0.0366726,0.0388435,0.0406729,0.0421793,0.0433773,0.044278,0.0448895,0.0452172
